complaint,department
Please resolve issue where there is a drinking water supply line air-locked preventing water flow to households on 100 Feet Intermediate Road. This is no water coming out of taps despite supply hours. Kindly take remedial action.,Water
"Tap water is full yellow color cannot drink or use for cooking along Station Road, please take action immediately.",Water
"Our ward getting only 20 mins water while other areas getting 2 hours outside Govt Primary School, please take action immediately.",Water
"In Vivekananda Colony Ward 114, our ward getting only 20 mins water while other areas getting 2 hours after last rain. Very difficult situation.",Water
urgent watertanker did not cm today peopl strugling for watr Vivekananda Colony near bazaar circle,Water
"Sir, water supply timing is very irregular please give water on fixed schedule close to fire station. Nobody is responding.",Water
"Hello civic team, municipal water tanker did not arrive as per scheduled distribution near Shastri Nagar main gate, slum cluster left without single drop of drinking water. Please send team as soon as possible.",Water
"Near overhead water tank, colony borewell motor spoiled please send mechanic urgently. Kindly resolve.",Water
"Mud and silt coming through kitchen taps after water line repair at Subhash Nagar Crossing, sediment choking domestic water filters.",Water
Municipal borewell pump motor burned out and not replaced in Gandhi Gram.,Water
Requesting immediate action as there is a water meter spinning rapidly due to air pockets but delivering zero water opposite district library. This is erroneous excessive billing generated. Kindly take remedial action.,Water
Water meter on the distribution line is broken and leaking continuously,Water
"In Vidya Nagar Ward 29, drinking water line damaged during road work please repair immediately since past 10 days. Very difficult situation.",Water
"Close to central vegetable market, drinking water line damaged during road work please repair immediately. Kindly resolve.",Water
"Sir, water supply timing is very irregular please give water on fixed schedule in Vidya Nagar. Nobody is responding.",Water
"Due to drinking water contaminated with sewage smell and black particles right in front of ESI Hospital, it is several residents suffering from stomach infections.",Water
"In Indira Gandhi Colony Ward 46, water supply timing is very irregular please give water on fixed schedule since morning. Very difficult situation.",Water
Immediate intervention needed! municipal borewell pump motor burned out and not replaced behind State Transport Depot! It is colony community tap dry for over a week. Immediate action requested.,Water
"Rusted municipal water pipe leaking chlorinated water into foundations on Main Road, Ward 58, dampness threatening structural integrity of houses.",Water
"No water coming in taps since last 4 days kindly supply tanker along Inner Circular Road, please take action immediately.",Water
Tap water is full yellow color cannot drink or use for cooking since morning on Market Road. High danger.,Water
"In Ashok Vihar Phase 2 Ward 107, drinking water line damaged during road work please repair immediately for past one week. Very difficult situation.",Water
Tap water is full yellow color cannot drink or use for cooking in Rajaji Sector 3 after last rain.,Water
"No water coming in taps since last 4 days kindly supply tanker on 100 Feet Intermediate Road, please take action immediately.",Water
urgent tap watr is smeling bd and dirty colr husehold prblm Balaji Layout near milk booth,Water
"No action taken so far, drinking water pipeline burst with high-pressure fountain at Ward 114, millions of liters of clean water being wasted. Please send team as soon as possible.",Water
"In Vivekananda Colony Ward 147, main water pipe is broken drinking water running on road wastefully since morning. Very difficult situation.",Water
"Near civil hospital gate, water supply timing is very irregular please give water on fixed schedule. Kindly resolve.",Water
"Dear authority, unauthorized puncture on municipal drinking water main line behind Kendriya Vidyalaya, illegal water diversion causing acute shortage downstream. Please send team as soon as possible.",Water
Please resolve issue where there is a drinking water contaminated with sewage smell and black particles opposite crematorium ground. This is several residents suffering from stomach infections. Kindly take remedial action.,Water
"In Ramakrishna Puram Ward 127, water tanker driver demanding extra money and not giving full water after last rain. Very difficult situation.",Water
tap watr is smeling bd and dirty colr husehold prblm near slaughterhouse cross College Road,Water
Drinking water line damaged during road work please repair immediately near Balaji Layout main gate after last rain.,Water
watertanker did not cm today peopl strugling for watr ward 69 since 2 days kindly fix,Water
"Community drinking water cooler unit out of order and dry near clock tower, daily commuters and pedestrians left without water in heat.",Water
"Water pressure is very low not even filling one bucket in 1 hour outside Fish Market Yard, please take action immediately.",Water
"On station road, main water pipe is broken drinking water running on road wastefully. Kindly resolve.",Water
"At ward 126, our ward getting only 20 mins water while other areas getting 2 hours. Kindly resolve.",Water
Colony borewell motor spoiled please send mechanic urgently after last rain at Ward 28. High danger.,Water
plz help tap watr is smeling bd and dirty colr husehold prblm on Cross Road 4,Water
"Sir, drinking water is coming dirty and smelling like drainage between Telecom Colony and Collectorate Circle. Nobody is responding.",Water
